concept	facet	property	facet_property	cluster_label
medal winners	athlete	professional	athlete: professional	30
all-rounder	person	athlete	person: athlete	30
triple jump	athletes	require technique and practice	athletes: require technique and practice	30
athletics	participant roles	athlete	participant roles: athlete	30
women's team	members	athletic	members: athletic	30
participates in	role	athlete	role: athlete	30
gymnast	role	athlete	role: athlete	30
medal winners	background	amateur athlete	background: amateur athlete	30
decathlon	athletes	multi-talented	athletes: multi-talented	30
all-round	description	skilled in multiple sports	description: skilled in multiple sports	30
medal winners	background	professional athlete	background: professional athlete	30
pole vault	athletes	disciplined	athletes: disciplined	30
long jump	athlete	multi-talented athlete	athlete: multi-talented athlete	30
long jump	athlete	specialized athlete	athlete: specialized athlete	30
hammer throw	athlete	experienced	athlete: experienced	30
high jump	athletes	train for	athletes: train for	30
pole vault	athletes	require technique	athletes: require technique	30
super g	athletes	experienced	athletes: experienced	30
luge	athletes	experienced	athletes: experienced	30
wrestling	athletes	strategic	athletes: strategic	30
triple jump	athletes	require strength	athletes: require strength	30
triple jump	athletes	train for this event	athletes: train for this event	30
high jump	athletes	veterans	athletes: veterans	30
triple jump	athletes	specialize in this event	athletes: specialize in this event	30
long jump	athletes	world-class	athletes: world-class	30
modern pentathlon	athletes	military officers	athletes: military officers	30
pole vault	athletes	specialized	athletes: specialized	30
luge	athletes	skilled	athletes: skilled	30
high jump	athletes	specialize in	athletes: specialize in	30
medal winners	athlete characteristics	experienced	athlete characteristics: experienced	30
summer games	participants	athletes from all over the world	participants: athletes from all over the world	30
all-round	career path	professional athlete	career path: professional athlete	30
all-rounder	description	athlete	description: athlete	30
pole vault	athletes	skilled	athletes: skilled	30
ski jumping	athletes	amateur	athletes: amateur	30
gymnastics team competition	athletes	male	athletes: male	30
pole vault	athletes	require strength	athletes: require strength	30
gymnastics team competition	requirements	athletes must be members of the national team	requirements: athletes must be members of the national team	30
decathlon	athletes	well-rounded	athletes: well-rounded	30
modern pentathlon	athletes	well-rounded	athletes: well-rounded	30
nordic combined	athletes	trained in both disciplines	athletes: trained in both disciplines	30
triathlon	athlete type	professional	athlete type: professional	30
nordic combined	athletes	need to be strong in both	athletes: need to be strong in both	30
modern pentathlon	athletes	physically fit	athletes: physically fit	30
uneven bars	gymnasts	females	gymnasts: females	31
gymnastics team competition	team composition	5-8 gymnasts	team composition: 5-8 gymnasts	31
gymnastics team competition	athletes	strong all-around gymnasts	athletes: strong all-around gymnasts	31
gymnastics team competition	athletes involved	gymnasts	athletes involved: gymnasts	31
gymnastics team competition	athletes	specialized event gymnasts	athletes: specialized event gymnasts	31
gymnastics team competition	participants	gymnasts	participants: gymnasts	31
uneven bars	gymnasts	males	gymnasts: males	31
gymnastics team competition	athletes	gymnasts	athletes: gymnasts	31
alpine combined	athletes	cross-country skiers	athletes: cross-country skiers	32
luge	participant	luge specialist	participant: luge specialist	32
snowboard cross	participants	professional snowboarders	participants: professional snowboarders	32
giant slalom	competitors	amateur skiers	competitors: amateur skiers	32
giant slalom	athletes involved	professional skiers	athletes involved: professional skiers	32
nordic combined	athletes	experienced skiers	athletes: experienced skiers	32
giant slalom	competitors	professional skiers	competitors: professional skiers	32
alpine combined	athletes	skiers	athletes: skiers	32
alpine combined	competitors	alpine skiers	competitors: alpine skiers	32
luge	participants	winter sportsmen	participants: winter sportsmen	32
luge	participants	speed skaters	participants: speed skaters	32
alpine combined	athletes	snowboarders	athletes: snowboarders	32
snowboard cross	participants	snowboarders	participants: snowboarders	32
mass start	participates in	biathlon	participates in: biathlon	32
super g	participants	skiers	participants: skiers	32
alpine combined	athletes	alpine skiers	athletes: alpine skiers	32
snowboard cross	participants	amateur snowboarders	participants: amateur snowboarders	32
individual event	atmosphere	formal	atmosphere: formal	33
sailing	goals	relaxation	goals: relaxation	33
team event	atmosphere	formal	atmosphere: formal	33
team event	atmosphere	relaxed	atmosphere: relaxed	33
individual event	atmosphere	relaxed	atmosphere: relaxed	33
walk	purpose	relaxation	purpose: relaxation	33
individual event	atmosphere	exciting	atmosphere: exciting	33
backstroke	benefits	relaxing	benefits: relaxing	33
team event	atmosphere	casual	atmosphere: casual	33
breaststroke	characteristics	relaxing	characteristics: relaxing	33
backstroke	characteristics	relaxing	characteristics: relaxing	33
team event	atmosphere	exciting	atmosphere: exciting	33
event	attendance	private	attendance: private	34
event	attendance	invited only	attendance: invited only	34
event	attendance	invite-only	attendance: invite-only	34
event	attendance	online	attendance: online	34
event	attendees	public	attendees: public	34
rhythmic gymnastics	popular at	school events	popular at: school events	34
event	attendees	invited	attendees: invited	34
team event	attendance	mandatory	attendance: mandatory	34
team event	attendance	by invitation	attendance: by invitation	34
event	attendance	invitation-only	attendance: invitation-only	34
event	attendees	private	attendees: private	34
event	attendance	large	attendance: large	34
event	attendance	public	attendance: public	34
team event	attendance	optional	attendance: optional	34
team event	number of participants	large	number of participants: large	35
event	participants	few	participants: few	35
mass start	number of participants	large	number of participants: large	35
individual event	attendees	few people	attendees: few people	35
event	attendees	many	attendees: many	35
event	attendance	limited	attendance: limited	35
event	attendees	few	attendees: few	35
event	attendance	small	attendance: small	35
individual event	attendees	small group	attendees: small group	35
team event	number of participants	small	number of participants: small	35
individual event	participants	large crowd	participants: large crowd	36
individual event	audience	public	audience: public	36
individual event	audience	large	audience: large	36
individual event	audience	select	audience: select	36
individual event	audience	small	audience: small	36
individual event	audience	private	audience: private	36
butterfly	behavior	migrates	behavior: migrates	37
aquatics	behavior	migrate	behavior: migrate	37
aquatics	behavior	migrating	behavior: migrating	37
individual	needs	needs shelter	needs: needs shelter	37
butterfly	social behavior	migratory	social behavior: migratory	37
butterfly	behaviour	mating	behaviour: mating	38
butterfly	behaviour	feeding	behaviour: feeding	38
aquatics	behavior	feed	behavior: feed	38
taekwondo	belts	colored belt	belts: colored belt	39
taekwondo	belts	master	belts: master	39
taekwondo	belts	black	belts: black	39
taekwondo	belts	colored	belts: colored	39
taekwondo	belts	black belt	belts: black belt	39
taekwondo	belts	blue	belts: blue	39
judo	equipment	belt	equipment: belt	39
taekwondo	belts	orange	belts: orange	39
taekwondo	belts	colored belts	belts: colored belts	39
taekwondo	belts	green	belts: green	39
taekwondo	belts	yellow	belts: yellow	39
taekwondo	belts	red	belts: red	39
taekwondo	belts	white	belts: white	39
taekwondo	belts	white belt	belts: white belt	39
taekwondo	equipment	belt	equipment: belt	39
mixed team	advantages	enhanced creativity	advantages: enhanced creativity	40
mixed team	benefits	increased creativity	benefits: increased creativity	40
