concept	facet	property	facet_property
mycology	application	ecology	application: ecology
structural genomics	application	studying protein evolution	application: studying protein evolution
paleobotany	application	reconstructing ancient environments	application: reconstructing ancient environments
paleobotany	application	climate change research	application: climate change research
dietetics	application	food industry	application: food industry
dietetics	application	public health	application: public health
dietetics	application	patient care	application: patient care
psephology	application	understanding voter behavior	application: understanding voter behavior
psephology	application	predicting election outcomes	application: predicting election outcomes
psychodynamics	application	understanding human behavior	application: understanding human behavior
psychodynamics	application	treating mental disorders	application: treating mental disorders
paleobotany	application	understanding modern ecosystems	application: understanding modern ecosystems
paleornithology	application	ecological restoration	application: ecological restoration
cytology	application	research	application: research
paleopathology	application	studying disease evolution	application: studying disease evolution
lepidopterology	application	education	application: education
life science	application	medicine	application: medicine
life science	application	agriculture	application: agriculture
life science	application	conservation	application: conservation
life science	application	public health	application: public health
herpetology	application	medical research	application: medical research
linguistics	application	language teaching	application: language teaching
linguistics	application	language testing	application: language testing
linguistics	application	natural language processing	application: natural language processing
herpetology	application	wildlife management	application: wildlife management
linguistics	application	speech recognition	application: speech recognition
linguistics	application	language documentation	application: language documentation
herpetology	application	conservation	application: conservation
phytochemistry	application	medicine	application: medicine
phytochemistry	application	food industry	application: food industry
