arbitration	can be used in various contexts	a process for resolving disputes, involves neutral third party, aims to reach fair solution, based on evidence and facts, not necessarily binding, can be voluntary or mandatory, may involve mediation or arbitration, can be enforced through legal means
arch	designed, structural, ornate, geometric, curved, supports, historic	engineered, built
arch enemy	villain, foe, foe, enemy, adversary, antagonist, rival, opponent	nemesis
arch rival	can be a source of inspiration	opposite team or individual, historical or ongoing conflict, mutual dislike or hostility, rivalry often drives innovation, can lead to friendly competition, can create a sense of community, can lead to clashes of egos, can be a distraction from main goals
archbishop	spiritual leader	leader of a diocese, highest-ranking clergy member, canonical authority, ordained priest, episcopal leader, represents the bishop, oversees sacraments, makes church decisions, represents the church
archdiocese	ecclesiastical jurisdiction, clergy, geographical area	suffragan sees, metropolitan see, parishes, dioceses, churches, monasteries, seminaries
archeologist	preserves history, conducts research	studies ancient cultures, uncovers hidden artifacts, analyzes evidence, documents findings, collaborates with peers, excavates sites, identifies artifacts, shares discoveries
archer	quick reflexes, expert marksman, mental toughness, physical fitness, agility	strong focus, accurate aim, precise shot, steady hand, target practice
archipelago	vulnerable to natural disasters	a group of islands, situated in a sea or ocean, usually formed by volcanic activity, can have diverse ecosystems, home to many unique species, cultures and languages may differ, historical and political significance, geographical isolation, tourism and economic development
arctic fox	hunts small mammals and birds	cold-adapted, white fur for camouflage, short, thick fur for warmth, lives in arctic tundra, can survive in temperatures down to -50°c, unique red paw pads, has a thick layer of fat for insulation, can climb trees and rocks, has a 6-month breeding season
